Retailer,RetaileriD,Invoice Date,Region,State,City,Beverage Brand,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
Target,1185732,06/08/23,Northeast,New Jersey,Newark,Fanta,0.39,650,254,137,0.54
Target,1185732,06/08/23,Northeast,New Jersey,Newark,Powerade,0.46,650,299,135,0.45
Target,1185732,06/08/23,Northeast,New Jersey,Newark,Dasani Water,0.5,1200,600,300,0.50
Target,1185732,07/06/23,Northeast,New Jersey,Newark,Coca-Cola,0.47,1880,884,415,0.47
Target,1185732,07/06/23,Northeast,New Jersey,Newark,Diet Coke,0.42,980,412,206,0.50
Target,1185732,07/06/23,Northeast,New Jersey,Newark,Sprite,0.37,810,300,156,0.52
Target,1185732,07/06/23,Northeast,New Jersey,Newark,Fanta,0.36,630,227,122,0.54
Target,1185732,07/06/23,Northeast,New Jersey,Newark,Powerade,0.48,740,355,153,0.43
Target,1185732,07/06/23,Northeast,New Jersey,Newark,Dasani Water,0.54,1310,707,375,0.53
Target,1185732,08/07/23,Northeast,New Jersey,Newark,Coca-Cola,0.47,1800,846,406,0.48
Target,1185732,08/07/23,Northeast,New Jersey,Newark,Diet Coke,0.42,1010,424,199,0.47
Target,1185732,08/07/23,Northeast,New Jersey,Newark,Sprite,0.37,750,278,150,0.54
Target,1185732,08/07/23,Northeast,New Jersey,Newark,Fanta,0.36,520,187,95,0.51
Target,1185732,08/07/23,Northeast,New Jersey,Newark,Powerade,0.46,460,212,91,0.43
Target,1185732,08/07/23,Northeast,New Jersey,Newark,Dasani Water,0.52,1050,546,289,0.53
Target,1185732,09/06/23,Northeast,New Jersey,Newark,Coca-Cola,0.46,1240,570,279,0.49
Target,1185732,09/06/23,Northeast,New Jersey,Newark,Diet Coke,0.41,720,295,148,0.50
Target,1185732,09/06/23,Northeast,New Jersey,Newark,Sprite,0.39,510,199,105,0.53
Target,1185732,09/06/23,Northeast,New Jersey,Newark,Fanta,0.37,380,141,75,0.53
Target,1185732,09/06/23,Northeast,New Jersey,Newark,Powerade,0.47,410,193,79,0.41
Target,1185732,09/06/23,Northeast,New Jersey,Newark,Dasani Water,0.5,730,365,193,0.53
Target,1185732,10/08/23,Northeast,New Jersey,Newark,Coca-Cola,0.53,1190,631,290,0.46
Target,1185732,10/08/23,Northeast,New Jersey,Newark,Diet Coke,0.48,630,302,151,0.50
Target,1185732,10/08/23,Northeast,New Jersey,Newark,Sprite,0.46,420,193,97,0.50
Target,1185732,10/08/23,Northeast,New Jersey,Newark,Fanta,0.48,310,149,77,0.52
Target,1185732,10/08/23,Northeast,New Jersey,Newark,Powerade,0.58,380,220,90,0.41
FizzyCo,1185732,10/08/23,Northeast,New Jersey,Newark,Dasani Water,0.62,680,422,223,0.53
FizzyCo,1185732,11/07/23,Northeast,New Jersey,Newark,Coca-Cola,0.59,1080,637,306,0.48
FizzyCo,1185732,11/07/23,Northeast,New Jersey,Newark,Diet Coke,0.46,800,368,180,0.49
FizzyCo,1185732,11/07/23,Northeast,New Jersey,Newark,Sprite,0.48,680,326,166,0.51
FizzyCo,1185732,11/07/23,Northeast,New Jersey,Newark,Fanta,0.49,650,319,175,0.55
FizzyCo,1185732,11/07/23,Northeast,New Jersey,Newark,Powerade,0.55,590,325,143,0.44
FizzyCo,1185732,11/07/23,Northeast,New Jersey,Newark,Dasani Water,0.59,910,537,285,0.53
FizzyCo,1185732,12/06/23,Northeast,New Jersey,Newark,Coca-Cola,0.55,1490,820,393,0.48
FizzyCo,1185732,12/06/23,Northeast,New Jersey,Newark,Diet Coke,0.49,1050,515,247,0.48
FizzyCo,1185732,12/06/23,Northeast,New Jersey,Newark,Sprite,0.49,910,446,223,0.50
FizzyCo,1185732,12/06/23,Northeast,New Jersey,Newark,Fanta,0.47,830,390,199,0.51
FizzyCo,1185732,12/06/23,Northeast,New Jersey,Newark,Powerade,0.55,830,457,205,0.45
FizzyCo,1185732,12/06/23,Northeast,New Jersey,Newark,Dasani Water,0.59,1010,596,322,0.54
FizzyCo,1185732,01/07/23,Northeast,New Jersey,Newark,Coca-Cola,0.38,1250,475,242,0.51
FizzyCo,1185732,01/07/23,Northeast,New Jersey,Newark,Diet Coke,0.37,870,322,167,0.52
FizzyCo,1185732,01/07/23,Northeast,New Jersey,Newark,Sprite,0.28,900,252,101,0.40
FizzyCo,1185732,01/07/23,Northeast,New Jersey,Newark,Fanta,0.33,420,139,61,0.44
FizzyCo,1185732,01/07/23,Northeast,New Jersey,Newark,Powerade,0.49,600,294,121,0.41
FizzyCo,1185732,01/07/23,Northeast,New Jersey,Newark,Dasani Water,0.37,810,300,150,0.50
FizzyCo,1185732,02/05/23,Northeast,New Jersey,Newark,Coca-Cola,0.39,1490,581,291,0.50
FizzyCo,1185732,02/05/23,Northeast,New Jersey,Newark,Diet Coke,0.37,540,200,100,0.50
FizzyCo,1185732,02/05/23,Northeast,New Jersey,Newark,Sprite,0.29,650,189,85,0.45
FizzyCo,1185732,02/05/23,Northeast,Connecticut,Hartford,Fanta,0.32,340,109,48,0.44
FizzyCo,1185732,02/05/23,Northeast,Connecticut,Hartford,Powerade,0.49,600,294,129,0.44
FizzyCo,1185732,02/05/23,Northeast,Connecticut,Hartford,Dasani Water,0.39,840,328,147,0.45
FizzyCo,1185732,03/03/23,Northeast,Connecticut,Hartford,Coca-Cola,0.39,1300,507,254,0.50
FizzyCo,1185732,03/03/23,Northeast,Connecticut,Hartford,Diet Coke,0.38,560,213,115,0.54
FizzyCo,1185732,03/03/23,Northeast,Connecticut,Hartford,Sprite,0.29,680,197,89,0.45
FizzyCo,1185732,03/03/23,Northeast,Connecticut,Hartford,Fanta,0.32,300,96,40,0.42
FizzyCo,1185732,03/03/23,Northeast,Connecticut,Hartford,Powerade,0.48,390,187,75,0.40
FizzyCo,1185732,03/03/23,Northeast,Connecticut,Hartford,Dasani Water,0.38,730,277,136,0.49
FizzyCo,1185732,04/04/23,Northeast,Connecticut,Hartford,Coca-Cola,0.36,1500,540,270,0.50
FizzyCo,1185732,04/04/23,Northeast,Connecticut,Hartford,Diet Coke,0.38,580,220,121,0.55
FizzyCo,1185732,04/04/23,Northeast,Connecticut,Hartford,Sprite,0.29,560,162,70,0.43
FizzyCo,1185732,04/04/23,Northeast,Connecticut,Hartford,Fanta,0.32,380,122,55,0.45
FizzyCo,1185732,04/04/23,Northeast,Connecticut,Hartford,Powerade,0.46,350,161,72,0.45
FizzyCo,1185732,04/04/23,Northeast,Connecticut,Hartford,Dasani Water,0.36,690,248,124,0.50
FizzyCo,1185732,05/03/23,Northeast,Connecticut,Hartford,Coca-Cola,0.54,1420,767,391,0.51
FizzyCo,1185732,05/03/23,Northeast,Connecticut,Hartford,Diet Coke,0.48,730,350,186,0.53
FizzyCo,1185732,05/03/23,Northeast,Connecticut,Hartford,Sprite,0.43,740,318,127,0.40
FizzyCo,1185732,05/03/23,Northeast,Connecticut,Hartford,Fanta,0.44,630,277,114,0.41
FizzyCo,1185732,05/03/23,Northeast,Connecticut,Hartford,Powerade,0.5,700,350,154,0.44
FizzyCo,1185732,05/03/23,Northeast,Connecticut,Hartford,Dasani Water,0.55,1130,622,305,0.49
FizzyCo,1185732,06/05/23,Northeast,Connecticut,Hartford,Coca-Cola,0.5,1750,875,481,0.55
FizzyCo,1185732,06/05/23,Northeast,Connecticut,Hartford,Diet Coke,0.48,940,451,226,0.50
FizzyCo,1185732,06/05/23,Northeast,Connecticut,Hartford,Sprite,0.42,870,365,164,0.45
FizzyCo,1185732,06/05/23,Northeast,Connecticut,Hartford,Fanta,0.42,800,336,141,0.42
FizzyCo,1185732,06/05/23,Northeast,Connecticut,Hartford,Powerade,0.53,740,392,173,0.44
FizzyCo,1185732,06/05/23,Northeast,Connecticut,Hartford,Dasani Water,0.56,1230,689,338,0.49
FizzyCo,1185732,07/03/23,Northeast,Connecticut,Hartford,Coca-Cola,0.54,1890,1021,551,0.54
FizzyCo,1185732,07/03/23,Northeast,Connecticut,Hartford,Diet Coke,0.48,1120,538,285,0.53
FizzyCo,1185732,07/03/23,Northeast,Connecticut,Hartford,Sprite,0.44,810,356,157,0.44
FizzyCo,1185732,07/03/23,Northeast,Connecticut,Hartford,Fanta,0.42,800,336,148,0.44
FizzyCo,1185732,07/03/23,Northeast,Connecticut,Hartford,Powerade,0.53,810,429,189,0.44
FizzyCo,1185732,07/03/23,Northeast,Connecticut,Hartford,Dasani Water,0.56,1430,801,384,0.48
FizzyCo,1185732,08/04/23,Northeast,Connecticut,Hartford,Coca-Cola,0.51,1630,831,457,0.55
FizzyCo,1185732,08/04/23,Northeast,Connecticut,Hartford,Diet Coke,0.48,1080,518,285,0.55
FizzyCo,1185732,08/04/23,Northeast,Connecticut,Hartford,Sprite,0.41,850,349,146,0.42
FizzyCo,1185732,08/04/23,Northeast,Connecticut,Hartford,Fanta,0.41,680,279,114,0.41
FizzyCo,1185732,08/04/23,Northeast,Connecticut,Hartford,Powerade,0.51,520,265,117,0.44
FizzyCo,1185732,08/04/23,Northeast,Connecticut,Hartford,Dasani Water,0.55,1050,578,289,0.50
FizzyCo,1185732,09/03/23,Northeast,Connecticut,Hartford,Coca-Cola,0.52,1250,650,351,0.54
FizzyCo,1185732,09/03/23,Northeast,Connecticut,Hartford,Diet Coke,0.47,750,353,183,0.52
FizzyCo,1185732,09/03/23,Northeast,Connecticut,Hartford,Sprite,0.41,600,246,108,0.44
FizzyCo,1185732,09/03/23,Northeast,Connecticut,Hartford,Fanta,0.41,460,189,85,0.45
FizzyCo,1185732,09/03/23,Northeast,Connecticut,Hartford,Powerade,0.5,510,255,107,0.42
FizzyCo,1185732,09/03/23,Northeast,Connecticut,Hartford,Dasani Water,0.54,830,448,220,0.49
FizzyCo,1185732,10/05/23,Northeast,Connecticut,Hartford,Coca-Cola,0.59,1130,667,367,0.55
FizzyCo,1185732,10/05/23,Northeast,Connecticut,Hartford,Diet Coke,0.52,720,374,187,0.50
FizzyCo,1185732,10/05/23,Northeast,Connecticut,Hartford,Sprite,0.53,490,260,112,0.43
FizzyCo,1185732,10/05/23,Northeast,Connecticut,Hartford,Fanta,0.5,380,190,76,0.40
FizzyCo,1185732,10/05/23,Northeast,Connecticut,Hartford,Powerade,0.64,420,269,113,0.42
BevCo,1185732,10/05/23,Northeast,Connecticut,Hartford,Dasani Water,0.63,740,466,233,0.50
BevCo,1185732,11/04/23,Northeast,Connecticut,Hartford,Coca-Cola,0.6,1110,666,333,0.50
BevCo,1185732,11/04/23,Northeast,Connecticut,Hartford,Diet Coke,0.51,840,428,223,0.52
BevCo,1185732,11/04/23,Northeast,Connecticut,Hartford,Sprite,0.51,800,408,184,0.45
BevCo,1185732,11/04/23,Northeast,Connecticut,Hartford,Fanta,0.5,800,400,168,0.42
BevCo,1185732,11/04/23,Northeast,Connecticut,Hartford,Powerade,0.6,680,408,180,0.44
BevCo,1185732,11/04/23,Northeast,Connecticut,Hartford,Dasani Water,0.67,950,637,299,0.47
BevCo,1185732,12/03/23,Northeast,Connecticut,Hartford,Coca-Cola,0.59,1500,885,451,0.51
BevCo,1185732,12/03/23,Northeast,Connecticut,Hartford,Diet Coke,0.51,1010,515,263,0.51
BevCo,1185732,12/03/23,Northeast,Connecticut,Hartford,Sprite,0.5,880,440,198,0.45
BevCo,1185732,12/03/23,Northeast,Connecticut,Hartford,Fanta,0.53,870,461,194,0.42
BevCo,1185732,12/03/23,Northeast,Connecticut,Hartford,Powerade,0.6,780,468,211,0.45
BevCo,1185732,12/03/23,Northeast,Connecticut,Hartford,Dasani Water,0.67,1120,750,345,0.46
BevCo,1185732,01/10/23,Northeast,Connecticut,Hartford,Coca-Cola,0.34,1150,391,180,0.46
BevCo,1185732,01/10/23,Northeast,Connecticut,Hartford,Diet Coke,0.34,630,214,96,0.45
BevCo,1185732,01/10/23,Northeast,Connecticut,Hartford,Sprite,0.24,630,151,83,0.55
BevCo,1185732,01/10/23,Northeast,Connecticut,Hartford,Fanta,0.29,200,58,31,0.53
BevCo,1185732,01/10/23,Northeast,Connecticut,Hartford,Powerade,0.44,330,145,58,0.40
BevCo,1185732,01/10/23,Northeast,Connecticut,Hartford,Dasani Water,0.33,630,208,112,0.54
BevCo,1185732,02/08/23,Northeast,Connecticut,Hartford,Coca-Cola,0.34,1190,405,198,0.49
BevCo,1185732,02/08/23,Northeast,Connecticut,Hartford,Diet Coke,0.34,360,122,58,0.47
BevCo,1185732,02/08/23,Northeast,Connecticut,Hartford,Sprite,0.24,490,118,59,0.50
BevCo,1185732,02/08/23,Northeast,Rhode Island,Providence,Fanta,0.29,130,38,20,0.54
BevCo,1185732,02/08/23,Northeast,Rhode Island,Providence,Powerade,0.41,350,144,59,0.41
BevCo,1185732,02/08/23,Northeast,Rhode Island,Providence,Dasani Water,0.33,650,215,114,0.53
BevCo,1185732,03/06/23,Northeast,Rhode Island,Providence,Coca-Cola,0.34,1110,377,189,0.50
BevCo,1185732,03/06/23,Northeast,Rhode Island,Providence,Diet Coke,0.34,440,150,67,0.45
BevCo,1185732,03/06/23,Northeast,Rhode Island,Providence,Sprite,0.23,510,117,61,0.52
BevCo,1185732,03/06/23,Northeast,Rhode Island,Providence,Fanta,0.29,80,23,12,0.50
BevCo,1185732,03/06/23,Northeast,Rhode Island,Providence,Powerade,0.44,200,88,40,0.45
BevCo,1185732,03/06/23,Northeast,Rhode Island,Providence,Dasani Water,0.32,510,163,88,0.54
BevCo,1185732,04/07/23,Northeast,Rhode Island,Providence,Coca-Cola,0.32,1110,355,174,0.49
BevCo,1185732,04/07/23,Northeast,Rhode Island,Providence,Diet Coke,0.32,330,106,53,0.50
BevCo,1185732,04/07/23,Northeast,Rhode Island,Providence,Sprite,0.24,360,86,45,0.52
BevCo,1185732,04/07/23,Northeast,Rhode Island,Providence,Fanta,0.29,130,38,20,0.53
BevCo,1185732,04/07/23,Northeast,Rhode Island,Providence,Powerade,0.44,150,66,26,0.40
BevCo,1185732,04/07/23,Northeast,Rhode Island,Providence,Dasani Water,0.33,500,165,86,0.52
BevCo,1185732,05/06/23,Northeast,Rhode Island,Providence,Coca-Cola,0.49,1220,598,299,0.50
BevCo,1185732,05/06/23,Northeast,Rhode Island,Providence,Diet Coke,0.43,490,211,95,0.45
BevCo,1185732,05/06/23,Northeast,Rhode Island,Providence,Sprite,0.39,600,234,126,0.54
BevCo,1185732,05/06/23,Northeast,Rhode Island,Providence,Fanta,0.39,440,172,89,0.52
BevCo,1185732,05/06/23,Northeast,Rhode Island,Providence,Powerade,0.49,460,225,90,0.40
BevCo,1185732,05/06/23,Northeast,Rhode Island,Providence,Dasani Water,0.52,810,421,223,0.53
BevCo,1185732,06/08/23,Northeast,Rhode Island,Providence,Coca-Cola,0.47,1380,649,292,0.45
BevCo,1185732,06/08/23,Northeast,Rhode Island,Providence,Diet Coke,0.41,900,369,181,0.49
BevCo,1185732,06/08/23,Northeast,Rhode Island,Providence,Sprite,0.39,650,254,139,0.55
BevCo,1185732,06/08/23,Northeast,Rhode Island,Providence,Fanta,0.39,600,234,126,0.54
BevCo,1185732,06/08/23,Northeast,Rhode Island,Providence,Powerade,0.48,580,278,114,0.41
BevCo,1185732,06/08/23,Northeast,Rhode Island,Providence,Dasani Water,0.51,880,449,229,0.51
BevCo,1185732,07/06/23,Northeast,Rhode Island,Providence,Coca-Cola,0.46,1670,768,346,0.45
BevCo,1185732,07/06/23,Northeast,Rhode Island,Providence,Diet Coke,0.41,810,332,166,0.50
BevCo,1185732,07/06/23,Northeast,Rhode Island,Providence,Sprite,0.37,650,241,125,0.52
BevCo,1185732,07/06/23,Northeast,Rhode Island,Providence,Fanta,0.37,580,215,112,0.52
BevCo,1185732,07/06/23,Northeast,Rhode Island,Providence,Powerade,0.47,630,296,118,0.40
BevCo,1185732,07/06/23,Northeast,Rhode Island,Providence,Dasani Water,0.5,1160,580,290,0.50
BevCo,1185732,08/07/23,Northeast,Rhode Island,Providence,Coca-Cola,0.46,1430,658,316,0.48
BevCo,1185732,08/07/23,Northeast,Rhode Island,Providence,Diet Coke,0.42,910,382,180,0.47
BevCo,1185732,08/07/23,Northeast,Rhode Island,Providence,Sprite,0.38,750,285,157,0.55
BevCo,1185732,08/07/23,Northeast,Rhode Island,Providence,Fanta,0.37,390,144,76,0.53
BevCo,1185732,08/07/23,Northeast,Rhode Island,Providence,Powerade,0.45,310,140,56,0.40
BevCo,1185732,08/07/23,Northeast,Rhode Island,Providence,Dasani Water,0.52,870,452,244,0.54
BevCo,1185732,09/06/23,Northeast,Rhode Island,Providence,Coca-Cola,0.45,1110,500,225,0.45
BevCo,1185732,09/06/23,Northeast,Rhode Island,Providence,Diet Coke,0.43,560,241,116,0.48
BevCo,1185732,09/06/23,Northeast,Rhode Island,Providence,Sprite,0.36,380,137,70,0.51
BevCo,1185732,09/06/23,Northeast,Rhode Island,Providence,Fanta,0.39,270,105,57,0.54
BevCo,1185732,09/06/23,Northeast,Rhode Island,Providence,Powerade,0.47,270,127,52,0.41
BevCo,1185732,09/06/23,Northeast,Rhode Island,Providence,Dasani Water,0.52,580,302,154,0.51
BevCo,1185732,10/08/23,Northeast,Rhode Island,Providence,Coca-Cola,0.53,940,498,249,0.50
BevCo,1185732,10/08/23,Northeast,Rhode Island,Providence,Diet Coke,0.46,560,258,126,0.49
BevCo,1185732,10/08/23,Northeast,Rhode Island,Providence,Sprite,0.45,290,131,68,0.52
BevCo,1185732,10/08/23,Northeast,Rhode Island,Providence,Fanta,0.47,230,108,54,0.50
BevCo,1185732,10/08/23,Northeast,Rhode Island,Providence,Powerade,0.55,190,105,42,0.40
FizzyCo,1185732,10/08/23,Northeast,Rhode Island,Providence,Dasani Water,0.64,580,371,189,0.51
FizzyCo,1185732,11/07/23,Northeast,Rhode Island,Providence,Coca-Cola,0.55,950,523,256,0.49
FizzyCo,1185732,11/07/23,Northeast,Rhode Island,Providence,Diet Coke,0.46,630,290,130,0.45
FizzyCo,1185732,11/07/23,Northeast,Rhode Island,Providence,Sprite,0.48,640,307,166,0.54
FizzyCo,1185732,11/07/23,Northeast,Rhode Island,Providence,Fanta,0.48,580,278,153,0.55
FizzyCo,1185732,11/07/23,Northeast,Rhode Island,Providence,Powerade,0.58,440,255,112,0.44
FizzyCo,1185732,11/07/23,Northeast,Rhode Island,Providence,Dasani Water,0.6,770,462,240,0.52
FizzyCo,1185732,12/06/23,Northeast,Rhode Island,Providence,Coca-Cola,0.54,1350,729,365,0.50
FizzyCo,1185732,12/06/23,Northeast,Rhode Island,Providence,Diet Coke,0.45,780,351,168,0.48
FizzyCo,1185732,12/06/23,Northeast,Rhode Island,Providence,Sprite,0.47,740,348,177,0.51
FizzyCo,1185732,12/06/23,Northeast,Rhode Island,Providence,Fanta,0.48,650,312,156,0.50
FizzyCo,1185732,12/06/23,Northeast,Rhode Island,Providence,Powerade,0.56,680,381,164,0.43
FizzyCo,1185732,12/06/23,Northeast,Rhode Island,Providence,Dasani Water,0.6,850,510,281,0.55
FizzyCo,1185732,01/17/23,Northeast,Rhode Island,Providence,Coca-Cola,0.38,1260,479,206,0.43
FizzyCo,1185732,01/17/23,Northeast,Rhode Island,Providence,Diet Coke,0.38,680,258,114,0.44
FizzyCo,1185732,01/17/23,Northeast,Rhode Island,Providence,Sprite,0.27,730,197,71,0.36
FizzyCo,1185732,01/17/23,Northeast,Rhode Island,Providence,Fanta,0.34,260,88,34,0.38
FizzyCo,1185732,01/17/23,Northeast,Rhode Island,Providence,Powerade,0.48,410,197,77,0.39
FizzyCo,1185732,01/17/23,Northeast,Rhode Island,Providence,Dasani Water,0.38,700,266,109,0.41
FizzyCo,1185732,02/15/23,Northeast,Rhode Island,Providence,Coca-Cola,0.36,1400,504,207,0.41
FizzyCo,1185732,02/15/23,Northeast,Rhode Island,Providence,Diet Coke,0.38,410,156,65,0.42
FizzyCo,1185732,02/15/23,Northeast,Rhode Island,Providence,Sprite,0.29,600,174,66,0.38
FizzyCo,1185732,02/15/23,Northeast,Massachusetts,Boston,Fanta,0.32,680,218,83,0.38
FizzyCo,1185732,02/15/23,Northeast,Massachusetts,Boston,Powerade,0.48,410,197,75,0.38
FizzyCo,1185732,02/15/23,Northeast,Massachusetts,Boston,Dasani Water,0.38,750,285,125,0.44
FizzyCo,1185732,03/13/23,Northeast,Massachusetts,Boston,Coca-Cola,0.38,1270,483,212,0.44
FizzyCo,1185732,03/13/23,Northeast,Massachusetts,Boston,Diet Coke,0.38,470,179,80,0.45
FizzyCo,1185732,03/13/23,Northeast,Massachusetts,Boston,Sprite,0.28,500,140,55,0.39
FizzyCo,1185732,03/13/23,Northeast,Massachusetts,Boston,Fanta,0.34,870,296,106,0.36
FizzyCo,1185732,03/13/23,Northeast,Massachusetts,Boston,Powerade,0.46,290,133,52,0.39
FizzyCo,1185732,03/13/23,Northeast,Massachusetts,Boston,Dasani Water,0.39,540,211,86,0.41
FizzyCo,1185732,04/14/23,Northeast,Massachusetts,Boston,Coca-Cola,0.38,1170,445,200,0.45
FizzyCo,1185732,04/14/23,Northeast,Massachusetts,Boston,Diet Coke,0.37,450,167,73,0.44
FizzyCo,1185732,04/14/23,Northeast,Massachusetts,Boston,Sprite,0.29,410,119,42,0.35
FizzyCo,1185732,04/14/23,Northeast,Massachusetts,Boston,Fanta,0.32,350,112,44,0.39
FizzyCo,1185732,04/14/23,Northeast,Massachusetts,Boston,Powerade,0.49,330,162,61,0.38
FizzyCo,1185732,04/14/23,Northeast,Massachusetts,Boston,Dasani Water,0.39,830,324,142,0.44
FizzyCo,1185732,05/13/23,Northeast,Massachusetts,Boston,Coca-Cola,0.53,1290,684,294,0.43
FizzyCo,1185732,05/13/23,Northeast,Massachusetts,Boston,Diet Coke,0.47,540,254,109,0.43
FizzyCo,1185732,05/13/23,Northeast,Massachusetts,Boston,Sprite,0.41,560,230,92,0.40
FizzyCo,1185732,05/13/23,Northeast,Massachusetts,Boston,Fanta,0.44,470,207,81,0.39
FizzyCo,1185732,05/13/23,Northeast,Massachusetts,Boston,Powerade,0.5,540,270,103,0.38
FizzyCo,1185732,05/13/23,Northeast,Massachusetts,Boston,Dasani Water,0.55,880,484,198,0.41
FizzyCo,1185732,06/15/23,Northeast,Massachusetts,Boston,Coca-Cola,0.51,1550,791,332,0.42
FizzyCo,1185732,06/15/23,Northeast,Massachusetts,Boston,Diet Coke,0.47,940,442,186,0.42
FizzyCo,1185732,06/15/23,Northeast,Massachusetts,Boston,Sprite,0.42,680,286,103,0.36
FizzyCo,1185732,06/15/23,Northeast,Massachusetts,Boston,Fanta,0.41,650,267,93,0.35
FizzyCo,1185732,06/15/23,Northeast,Massachusetts,Boston,Powerade,0.51,590,301,114,0.38
FizzyCo,1185732,06/15/23,Northeast,Massachusetts,Boston,Dasani Water,0.54,1010,545,218,0.40
FizzyCo,1185732,07/13/23,Northeast,Massachusetts,Boston,Coca-Cola,0.52,1500,780,328,0.42
FizzyCo,1185732,07/13/23,Northeast,Massachusetts,Boston,Diet Coke,0.49,1050,515,221,0.43
FizzyCo,1185732,07/13/23,Northeast,Massachusetts,Boston,Sprite,0.41,770,316,117,0.37
FizzyCo,1185732,07/13/23,Northeast,Massachusetts,Boston,Fanta,0.44,560,246,89,0.36
FizzyCo,1185732,07/13/23,Northeast,Massachusetts,Boston,Powerade,0.53,680,360,141,0.39
FizzyCo,1185732,07/13/23,Northeast,Massachusetts,Boston,Dasani Water,0.55,1280,704,296,0.42
FizzyCo,1185732,08/14/23,Northeast,Massachusetts,Boston,Coca-Cola,0.5,1610,805,354,0.44
FizzyCo,1185732,08/14/23,Northeast,Massachusetts,Boston,Diet Coke,0.47,880,414,170,0.41
FizzyCo,1185732,08/14/23,Northeast,Massachusetts,Boston,Sprite,0.42,690,290,101,0.35
FizzyCo,1185732,08/14/23,Northeast,Massachusetts,Boston,Fanta,0.42,510,214,77,0.36
FizzyCo,1185732,08/14/23,Northeast,Massachusetts,Boston,Powerade,0.5,440,220,81,0.37
FizzyCo,1185732,08/14/23,Northeast,Massachusetts,Boston,Dasani Water,0.58,910,528,238,0.45
FizzyCo,1185732,09/13/23,Northeast,Massachusetts,Boston,Coca-Cola,0.53,1350,716,301,0.42
FizzyCo,1185732,09/13/23,Northeast,Massachusetts,Boston,Diet Coke,0.49,630,309,123,0.40
FizzyCo,1185732,09/13/23,Northeast,Massachusetts,Boston,Sprite,0.41,390,160,59,0.37
FizzyCo,1185732,09/13/23,Northeast,Massachusetts,Boston,Fanta,0.42,360,151,60,0.40
FizzyCo,1185732,09/13/23,Northeast,Massachusetts,Boston,Powerade,0.52,340,177,64,0.36
FizzyCo,1185732,09/13/23,Northeast,Massachusetts,Boston,Dasani Water,0.57,630,359,162,0.45
FizzyCo,1185732,10/15/23,Northeast,Massachusetts,Boston,Coca-Cola,0.57,1200,684,308,0.45
FizzyCo,1185732,10/15/23,Northeast,Massachusetts,Boston,Diet Coke,0.53,560,297,134,0.45
FizzyCo,1185732,10/15/23,Northeast,Massachusetts,Boston,Sprite,0.53,340,180,63,0.35
FizzyCo,1185732,10/15/23,Northeast,Massachusetts,Boston,Fanta,0.54,270,146,55,0.38
FizzyCo,1185732,10/15/23,Northeast,Massachusetts,Boston,Powerade,0.62,270,167,59,0.35
Amazon,1185732,10/15/23,Northeast,Massachusetts,Boston,Dasani Water,0.66,650,429,189,0.44
Amazon,1185732,11/14/23,Northeast,Massachusetts,Boston,Coca-Cola,0.62,1130,701,301,0.43
Amazon,1185732,11/14/23,Northeast,Massachusetts,Boston,Diet Coke,0.52,900,468,206,0.44
Amazon,1185732,11/14/23,Northeast,Massachusetts,Boston,Sprite,0.5,830,415,149,0.36
Amazon,1185732,11/14/23,Northeast,Massachusetts,Boston,Fanta,0.51,800,408,159,0.39
Amazon,1185732,11/14/23,Northeast,Massachusetts,Boston,Powerade,0.63,700,441,168,0.38
Amazon,1185732,11/14/23,Northeast,Massachusetts,Boston,Dasani Water,0.64,980,627,282,0.45
Amazon,1185732,12/13/23,Northeast,Massachusetts,Boston,Coca-Cola,0.64,1500,960,394,0.41
Amazon,1185732,12/13/23,Northeast,Massachusetts,Boston,Diet Coke,0.53,1050,557,223,0.40
Amazon,1185732,12/13/23,Northeast,Massachusetts,Boston,Sprite,0.51,980,500,195,0.39
Amazon,1185732,12/13/23,Northeast,Massachusetts,Boston,Fanta,0.52,750,390,148,0.38
Amazon,1185732,12/13/23,Northeast,Massachusetts,Boston,Powerade,0.62,840,521,203,0.39
Amazon,1185732,12/13/23,Northeast,Massachusetts,Boston,Dasani Water,0.65,1120,728,320,0.44
Amazon,1185732,01/14/23,Northeast,Massachusetts,Boston,Coca-Cola,0.44,1520,669,368,0.55
Amazon,1185732,01/14/23,Northeast,Massachusetts,Boston,Diet Coke,0.42,940,395,237,0.60
Amazon,1185732,01/14/23,Northeast,Massachusetts,Boston,Sprite,0.32,910,291,131,0.45
Amazon,1185732,01/14/23,Northeast,Massachusetts,Boston,Fanta,0.39,440,172,84,0.49
Amazon,1185732,01/14/23,Northeast,Massachusetts,Boston,Powerade,0.52,680,354,166,0.47
Amazon,1185732,01/14/23,Northeast,Massachusetts,Boston,Dasani Water,0.44,980,431,220,0.51
Amazon,1185732,02/12/23,Northeast,Massachusetts,Boston,Coca-Cola,0.41,1670,685,383,0.56
Amazon,1185732,02/12/23,Northeast,Massachusetts,Boston,Diet Coke,0.44,610,268,161,0.60
Amazon,1185732,02/12/23,Northeast,Massachusetts,Boston,Sprite,0.33,740,244,122,0.50
Amazon,1185732,02/12/23,Northeast,Vermont,Burlington,Fanta,0.36,450,162,75,0.46
Amazon,1185732,02/12/23,Northeast,Vermont,Burlington,Powerade,0.54,630,340,170,0.50
Amazon,1185732,02/12/23,Northeast,Vermont,Burlington,Dasani Water,0.43,850,366,197,0.54
